ALDH1A1	ALDH1A1
CDK20	CSNK2B
CDK20	GTF2IRD1
CDK20	CCNH
KCNA3	BAX
ENTPD5	PRKCA
REV1	POLK
MFN1	BAK1
THOC7	THOC5
MEN1	RBBP5
ZNF521	GATA1
ATF7	FOS
AR	KIF1A
JUN	SNAPC5
MED14	ACTN1
MED14	ACTN2
MED14	UACA
EGFR	TUBA1A
ESR1	NPPA
ESR1	DUT
MEN1	SMAD1
ESR1	KIF1A
ESR1	MTCH2
ESR1	ARHGEF15
ESR1	POLR2D
ESR2	NRIP1
ESR2	PNRC1
ESR2	PNRC2
ESRRA	DUT
ESRRA	ESRRG
ESRRA	MACF1
CLNS1A	ACTB
MEN1	MLL2
ESRRA	NR0B2
ESRRA	PROX1
ESRRG	DAXX
ESRRG	DUT
ESRRG	ESRRA
ESRRG	NRIP1
ESRRG	PNRC1
ESRRG	PNRC2
ESRRG	PROX1
ESRRG	ARHGEF15
SMAD3	MEN1
EEF1D	FOS
WDR65	FOS
HNF4A	NPPA
HNF4A	COPS5
HNF4A	NCOA6
HNF4A	NRIP1
HNF4A	PNRC1
HNF4A	PNRC2
HNF4A	UBE2I
HNF4G	COPS5
MEN1	SMAD5
HNF4G	GAPDH
HNF4G	NR0B2
HNF4G	PRDX6
HNF4G	PNRC1
HNF4G	PNRC2
HNF4G	RANBP9
ELOF1	JUN
NR3C2	PROX1
NCOA3	ESRRA
NCOA3	NR1H2
MEN1	ASH2L
NCOA3	NR1H3
NCOA3	PPARG
NR1I3	MAP4
NR2C2	RXRB
NCOA6	RORC
NCOR1	ACTN2
NCOR1	NR1H2
NCOR2	RXRG
NRIP1	ACTN2
NRIP1	NR1H2
MEN1	DBF4
NR1D2	CUL1
NR1D2	NR1D1
NR1D2	RGN
NR1D2	UBE2I
NR1H2	FOXO3
NR1H2	ING3
NR1H2	NCOA3
NR1H2	NCOR1
NR1H2	RXRG
NR1H2	TMEM161A
MEN1	POLR2B
NR1H2	UBE2I
NR1H3	ACTN1
NR1H3	FOXO3
NR1H3	ING3
NR1H3	NCOA3
NR1H3	NCOR1
NR1H3	RXRB
NR1H3	RXRG
NR1H3	TMEM161A
NR1I2	ACTN2
GFI1B	USHBP1
NR1I2	NUCB2
NR1I2	PPARGC1A
NR1I2	RXRG
NR2F1	EEF1D
NR2F1	MAP6
NR4A2	COPS5
NR4A3	COPS5
NR5A2	ALB
NR5A2	NPPA
NR5A2	NRIP1
INHBA	ENG
NR5A2	PNRC1
NR5A2	PNRC2
NR5A2	POLR2D
OPTN	FOS
NR0B1	ESRRA
NR0B1	PPARG
NR0B1	SNW1
KAT2B	ACTN1
KAT2B	ACTN2
PPARD	NR0B2
TGFB1	ENG
PPARD	PRDX6
PPARD	PROX1
PPARD	RANBP9
PPARD	RXRA
PPARD	RXRB
PPARD	RXRG
PPARG	COPS5
PPARG	KIF1A
PPARG	RANBP9
RORA	COPS5
TGFBR1	ENG
RORA	PNRC1
RORA	PNRC2
RORA	PROX1
RORB	NPPA
RORB	MAP6
RORB	NCOA6
RORB	NRIP1
RORB	PNRC1
RORB	PNRC2
RORB	PSMC4
CNN2	ACTB
TGFBR2	ENG
RORB	UBE2I
RARA	ITGB1BP2
RARA	NR1H2
RARA	PRDX6
RARB	MAP6
RARB	PNRC1
RARB	RXRG
RARG	ITGB1BP2
RARG	MAP6
RARG	NR0B2
TGFB2	ENG
RARG	PNRC1
RARG	PNRC2
RARG	RXRB
RXRA	KIF1A
RXRB	MAP4
RXRB	NR1H3
RXRB	PPARG
RXRG	CAMK2B
RXRG	MAP4
NR1H4	GAPDH
TGFB3	ENG
NR1H4	RXRG
SCHIP1	FOS
SNW1	ACTN2
SNW1	NR0B2
SNAPC5	JUN
THRA	CUL1
THRA	NCOR1
THRA	RGN
THRB	CAMK2B
THRB	HMGN3
GFI1B	ZNRF3
THRB	NCOA3
THRB	NRIP1
THRB	RXRB
MED1	NR1H2
TRO	FOS
VDR	GABARAPL1
VDR	GABARAPL2
VDR	HMGN3
VDR	NRIP1
VDR	NR1H2
PLCG1	SELE
VDR	NR0B2
VDR	RXRB
ZXDC	NR1H2
ZXDC	RORA
MDK	TSPAN1
SCRIB	STX4
DLG1	STX4
LLGL1	STX4
PSMD2	ADRM1
ADRM1	PSMD4
PTPN11	SELE
ADRM1	PSMD14
ADRM1	PSMD4
ADRM1	RAD23A
ADRM1	UBQLN2
ADRM1	RAD23B
ADRM1	DDI1
PAM	POMC
PAM	FXYD1
HSPBP1	HSPA4
HSPBP1	HSPA9
VCL	SELE
HSPBP1	HSPA5
HOOK1	HOOK3
HOOK1	HOOK2
HOOK1	AKTIP
HOOK1	VPS16
HOOK1	VPS18
HOOK1	VPS39
HOOK1	VPS41
HOOK1	FAM160A2
HOOK1	HOOK1
FLNA	SELE
HOOK2	HOOK2
HOOK2	VPS16
HOOK2	VPS41
HOOK3	AKTIP
HOOK3	HOOK3
HOOK3	VPS16
HOOK3	VPS41
AKTIP	FAM160A2
AKTIP	VPS16
AKTIP	VPS18
SELPLG	SELE
AKTIP	VPS41
NAA15	NAA10
NAA15	RPL26
NAA16	NAA10
NAA16	NAA11
NAA16	RPL26
NAA10	RPL26
MYC	KIAA1524
ESR1	CDKN1A
RAB25	ITGB1
GLG1	SELE
ABCA1	TRIM27
ABCA1	SLC25A34
ABCA1	UGP2
ABCA1	SDHB
ABCA1	AOX1
H2AFY	PARP1
NF2	VPRBP
RGL2	HRAS
TWF1	ACTC1
PLD1	ACTB
PTK2	SELE
PPARGC1A	SFRS5
PPARGC1A	SFRS4
PPARGC1A	SFRS6
ARHGAP17	SRC
ARHGAP17	CRK
ARHGAP17	GRB2
PXN	SELE
ARHGAP17	PIK3R1
ARHGAP17	LCK
ARHGAP17	ABL1
ARHGAP17	PACSIN1
ARHGAP17	FNBP1
ARHGAP17	CTTN
ARHGAP17	SH3GLB1
ARHGAP17	BTK
MAPK8IP1	MAP3K12
MAPK8IP1	MAP3K10
SERPING1	SELE
MAPK8IP2	MAP3K12
MAPK8IP2	MAP3K10
MAPK8IP1	MAPK9
MAPK8IP2	MAPK9
GNGT1	GNB1
GNGT1	GNB2
GNG2	GNB4
GNG3	GNB2
GNG3	GNB4
GNG3	GNB5
SELL	SELE
GNG5	GNB1
GNG5	GNB2
GNG5	GNB3
GNG5	GNB4
GNG7	GNB3
GNG7	GNB4
TP73	SUMO1
TSC2	FBXW5
TSC2	FBXL6
KLHL12	DRD4
FGFR3	FGF1
KLHL12	CUL3
RIT1	CUL3
RIT1	KLHL12
ABTB2	EEF1A1
ABTB2	CUL3
SAP18	SIN3A
HERC6	HERC3
HERC6	HERC4
HERC3	UBQLN2
FGFR4	FGF1
HERC3	UBQLN1
HERC5	NME2
MAP3K1	RAF1
MAP3K1	MAPK1
PABPC1	PAN3
VHL	NR4A1
IKBKG	IRAK1
MYB	FBXW2
FGFR1	FGF1
MYB	FBXW5
MYB	SKP2
FBXW7	HIPK2
NLK	FBXW5
NLK	SKP2
NLK	CUL1
CUL1	HIPK2
HUS1	RPA1
HUS1	RPA2
MYB	BTRC
FGFR2	FGF1
MYB	FBXW7
RAD9A	RPA2
RAD9A	RPA1
HIPK2	BTRC
RAD1	RPA2
RAD1	RPA1
USP10	SCNN1A
USP10	SCNN1G
USP10	SNX3
SNX3	SCNN1A
SYT1	FGF1
ZMYND11	E2F6
ZMYND11	EZH2
CUL4B	DDB1
DDB2	CUL4A
DDB2	CUL4B
CUL4A	RBX1
ZMYND11	SMARCA4
ZMYND11	HDAC1
ZMYND11	EZH1
E2F6	EZH1
HSPA9	FGF1
IGF1R	UBC
IGF1R	CBL
IGF1R	CAV1
IGF1R	EEA1
RBBP6	YBX1
RBBP6	ZBTB38
RBBP6	CD81
RBBP6	C10orf104
RBBP6	LRCH4
RBBP6	RPS14
PLD2	ACTB
S100A13	FGF1
RBBP6	C21orf63
RBBP6	UPF3B
RBBP6	C18orf20
RBBP6	ETS1
SCAMP3	HGS
SCAMP3	NEDD4
SCAMP3	YAP1
SCAMP3	WWP2
SCAMP3	NEDD4L
SCAMP3	TSG101
FGFBP1	FGF1
VHL	NR4A2
VHL	NR4A3
HIF1A	NR4A1
IKBKG	TUBG1
CNTN2	TUBG1
RAD23B	UBA2
TSC2	GSK3B
CTDSP1	SNAI1
SNAI1	CTDSP2
SNAI1	CTDSPL
FIBP	FGF1
SNAI1	GSK3B
PABPC1	CNOT7
TP53	SMARCD1
TRIM63	CKM
TRIM54	CKM
SMURF2	SMURF2
BRD4	CCNT1
GFI1B	LTBP4
PSME3	TP53
BRD4	CCNT2
DHFR	MDM2
DHFR	TP53
IRF2BP1	TGIF1
TGIF1	PML
TGIF1	WWP1
BIRC6	EXOC3
BIRC6	EXOC4
GFI1B	MON1A
BIRC6	RAB8A
TGM2	RELA
BIRC6	USP8
NFKBIA	NFKBIA
BIRC6	BIRC5
BIRC6	CDK1
BIRC6	MAP2K1
BIRC6	PLK1
KIF23	USP8
MAP3K7IP2	NUMBL
KDR	ANXA5
RHOA	ARHGAP5
CDKN1B	SPDYA
MDC1	RNF8
SPI1	DNMT3B
SPI1	DNMT3A
PSME3	MDM2
AURKA	KIF11
EED	ANXA5
TBC1D7	TSC1
CRYBA1	CRYBB1
PPARGC1A	FBXW7
CRYBA1	CRYBB2
CRYBA1	CRYBB3
CRYBA2	CRYBB1
CRYBA2	CRYBB2
CRYBA2	CRYBB3
CRYBB3	CRYBB3
CRYBB1	CRYBA4
COPB1	KDELR1
CRYBA4	CRYBB2
UPF1	EIF4A3
UPF1	DCP1A
PPARGC1A	GSK3B
KLK4	SERPINA3
UPF1	EXOSC2
UPF1	EIF3A
UPF1	EIF3B
PPARGC1A	UBC
CCAR1	MDM2
ARFGAP1	KDELR1
ABTB2	DNTT
RWDD3	NFKBIA
RFFL	SFN
LPAR2	SLC9A3R2
SLC9A3R1	LPAR2
SLC9A3R2	LPAR1
THAP11	SIN3A
EDNRA	EDN3
THAP11	THAP11
THAP11	HCFC1
THAP11	HDAC3
THAP11	THAP7
THAP11	CASP3
SUPT16H	HIST1H2AI
MAP3K7	TGFBR1
TGFBR1	TRAF6
TRAF6	BMPR1B
P2RX7	ACTB
EDNRB	EDN3
RUVBL1	TERT
RUVBL1	DKC1
RUVBL2	TERT
IRAK2	PELI1
IRAK2	PELI2
IRAK2	PELI3
CUL1	CHUK
IRAK4	PELI3
GNA11	EDNRA
PPP1R9B	ADRA1B
USF1	HDAC9
USF1	PRKDC
PPP1R9B	CCKAR
PPP1R9B	CCKBR
PPP1R9B	CHRM3
CCDC50	TNFAIP3
PPP1R9B	RGS2
CCDC50	RIPK1
GNAI2	EDNRA
SMURF2	TRAF2
BTBD12	GIYD1
NECAP1	AMPH
NECAP1	SNAP91
NECAP1	DAB2
RWDD3	HIF1A
RNF11	RIPK1
ITCH	RIPK1
RIPK1	TAX1BP1
TSG101	ROCK1
GRK6	EDNRA
TSG101	IQGAP1
CEP55	PDCD6IP
CEP55	HGS
CD2AP	PDCD6IP
CEP55	VPS37C
CEP55	VPS37D
GFI1B	RAB11FIP4
TRAF6	NTRK2
NECAP1	HIP1
SYVN1	ERN1
ASB4	ASB4
ASB4	HIF1AN
-	CALM3
-	CETN2
-	AKAP9
-	PCNT
-	TFIP11
EDN1	EDNRA
-	PNMA1
ADRB2	NEDD4
TIMELESS	CRY2
TIMELESS	CHEK1
MEF2B	CABIN1
MEF2B	HDAC4
DUSP1	SKP2
ETS1	GATA3
DUSP1	CKS1B
OS9	TRPV4
ETS1	MEIS1
SPI1	HOXA10
ELF1	HOXC13
MAPK8IP1	VRK2
ETS2	GATA3
MAP3K7	GPR25
VRK2	MAP2K7
MAPK8IP1	MAP3K7
VRK2	MAP3K7
WAPAL	RAD21
TRAF6	PPP4C
GAB2	ETV6
CRKL	ETV6
CYLD	DDX58
LMO2	GATA3
BRCA1	H2AFY
RNF128	CD151
RNF128	CD81
CBL	FNBP1
RELA	RPS3
RPS3	NFKB1
CACNB4	SYT1
CACNB4	MAP1A
LMO1	GATA3
CACNB3	SYT1
TRIM63	PDHB
TRIM63	PYGM
TRIM63	PDK4
TRIM63	PKM2
TRIM63	ENO3
RELB	RELB
HNRNPAB	ACTB
TAL1	GATA3
SIN3A	NFKB2
SIN3A	NFKB1
SIN3A	RELA
SIN3A	RELB
SIN3A	REL
CHUK	CHEK1
NFKB2	NFKB2
MED1	GATA3
TAL1	SKP2
TAL1	STUB1
PAWR	HSPA5
ARRB2	ADRB2
ARRB2	AP2M1
CCNY	CDK14
EP400	MYC
AGL	NHLRC1
HERPUD1	CD3D
HERPUD1	UBQLN2
FGA	NID1
ESR1	RLIM
ESR1	LDB1
HNRNPUL1	TP53
RASSF1	MDM2
RRP8	SIRT1
RRP8	SUV39H1
AIP	HSP90AA1
ZNF652	CBFA2T2
FGB	NID1
ZNF652	CBFA2T3
ZNF652	RUNX1T1
DVL2	SMURF1
DVL2	PARD6A
SMURF2	PRICKLE1
SMURF2	PRICKLE2
MED25	RARA
MED25	RXRA
MED25	CREBBP
FBLN1	NID1
RARA	THRB
RARA	NR3C1
PPM1D	MDM2
PPM1D	TP53
USP9X	SMAD4
USP9X	SMAD2
DZIP3	NCOR1
FBLN2	NID1
SIRT1	NR1H3
SIRT1	NR1H2
APP	HOMER2
APP	HOMER3
SMURF1	ARHGEF9
CASP1	IL1A
CASP1	FGF2
PRKCD	PTPN22
HSPG2	NID1
CAP1	ACTG1
MAP3K14	BIRC3
TRAF3	OTUD5
TRAF3	TBK1
BTBD12	ERCC4
BTBD12	MUS81
ING1	NQO1
PDCD4	BTRC
BCAR1	MMP14
WISP2	IGF1
LAMC1	NID1
WISP2	IGF2
CEP97	-
ORC6L	ORC6L
BACH1	RBCK1
PLAGL2	RCHY1
RCHY1	RCHY1
PARP14	GPI
PTK2	TSC2
RNF128	CD40LG
ABI2	TRIM32
LAMC2	NID1
MAD2L2	CDC20
MAD2L2	CDH1
MAD1L1	MAD2L1
NR4A1	BCL2L10
NR4A1	BCL2A1
VRK1	PLK3
TSPY1	EEF1A1
TSPY1	TSPY1
TSPYL2	EEF1A1
TSPY1	EEF1A2
LAMA1	NID1
RACGAP1	PPP2R5E
PPP2CA	RACGAP1
RACGAP1	ECT2
UBXN6	VCP
NEDD4L	NEDD4L
UBE2I	ARNTL
STUB1	GUCY1A3
SENP3	NPM1
MDM2	COPS5
LMOD1	ACTB
ITGB3	NID1
YWHAE	GTF2B
YWHAE	TAF7
YWHAE	TBP
E2F1	GSK3B
ATAD2	NCOA3
ATAD2	ESR1
FBXL12	CDKN1C
SVIL	KRT18
SVIL	UXT
SVIL	ITGB3BP
PLAU	NID1
SVIL	CENPF
SVIL	HSP90AA1
SVIL	LMNA
SVIL	LMNB2
SVIL	MPHOSPH9
SVIL	NME2
SVIL	PAN3
SVIL	ATRX
SVIL	MKL2
SVIL	MLL
ITGAV	NID1
SVIL	KIF22
SVIL	LIMA1
SVIL	KIF14
SVIL	KIFC3
SVIL	TNFAIP1
SVIL	BUB1
SVIL	HAX1
SVIL	SH3PXD2A
SVIL	FLNA
SVIL	MIF4GD
LGALS3BP	NID1
SVIL	ODF2
SVIL	HMMR
SVIL	SH3PXD2A
SVIL	CTTN
SVIL	MYH10
SVIL	MYH9
SVIL	MYLK
SVIL	MYH10
SVIL	TRIP6
SVIL	DYNLT1
PRELP	NID1
SVIL	GOLGA2
SVIL	AMOTL2
SVIL	LPP
SVIL	CTBP2
SVIL	MAD1L1
SVIL	MIF4GD
SVIL	HSPA5
SVIL	KIF4A
SVIL	TRIP6
SVIL	DYNLT1
LACRT	NID1
SVIL	TRIP6
SVIL	DYNLT1
SVIL	TRIP6
SVIL	NEB
SVIL	SPTAN1
SVIL	MYH9
SVIL	MYO1G
SVIL	FLOT2
SVIL	ACTB
SVIL	GNAI2
GFI1B	LZTS2
SVIL	SPTBN1
SVIL	CLTC
SVIL	ACTN4
SVIL	ACTN1
SVIL	MMP25
SVIL	VIM
SVIL	FLOT1
SVIL	GNB2
SVIL	STOM
SVIL	GPSM3
GFI1B	JUB
SVIL	MYL12A
SVIL	GLIPR2
SVIL	CAMP
SVIL	CAV3
ABCE1	RNASE2
GFI1B	BECN1
NRAP	ACTB
EGF	EGF
EGFR	EGF
NRG1	EGF
ERBB2	EGF
ERBB3	EGF
VTN	EGF
DUSP3	EGF
PIK3R2	EGF
EGFR	EGFR
LASP1	ACTB
ESR1	EGFR
ITGA5	EGFR
EGFR	RASA1
GNAI2	EGFR
HTT	EGFR
CASP1	EGFR
JAK2	EGFR
KRT7	EGFR
KRT8	EGFR
KRT17	EGFR
SMAD3	ACTB
KRT18	EGFR
XRCC6	EGFR
EGFR	MUC1
EGFR	CRK
EGFR	ERBB2
VAV1	EGFR
EGFR	CBL
PIK3R1	EGFR
EGFR	PLCG1
PDGFRB	EGFR
S100A11	ACTB
PTPN11	EGFR
PTPN6	EGFR
EGFR	PTPN1
FER	EGFR
PRKCA	EGFR
PRKCD	EGFR
SOS1	EGFR
TNC	EGFR
PRKAR1A	EGFR
CEBPB	EGFR
SMARCA4	ACTB
SRC	EGFR
ERBB3	EGFR
CDH1	EGFR
MT-CO2	EGFR
PITPNA	EGFR
EPS8	EGFR
BTC	EGFR
EGFR	VAV2
NCK1	EGFR
EGFR	STAT1
SCIN	ACTC1
CDK5R2	ACTB
SHC1	EGFR
PTK2	EGFR
INPPL1	EGFR
PTPRJ	EGFR
AMH	EGFR
TJP1	EGFR
SNRPD2	EGFR
CAMLG	EGFR
ARF4	EGFR
CPNE1	ACTB
PTK2B	EGFR
SOS2	EGFR
CAV3	EGFR
SNX1	EGFR
PLEC1	EGFR
YWHAZ	EGFR
STAT5A	EGFR
GRB7	EGFR
GRB10	EGFR
GRB14	EGFR
CPNE2	ACTB
PRKACA	EGFR
MAP4K1	EGFR
PTK6	EGFR
EREG	EGFR
CAMK2G	EGFR
EGFR	PLD2
EGFR	RGS16
PIK3C2B	EGFR
RIPK1	EGFR
SOCS1	EGFR
CPNE4	ACTB
ZNF259	EGFR
SOCS3	EGFR
EGFR	STAT5B
EGFR	HGS
EGFR	GAB1
CBLB	EGFR
MAP3K14	EGFR
SH2D3A	EGFR
NCK2	EGFR
DOK2	EGFR
GNA12	ACTB
VAV3	EGFR
EGFR	PKIA
EGFR	STAM2
EGFR	SCAMP1
EGFR	SCAMP3
TNK2	EGFR
EPPK1	EGFR
CAMK2A	EGFR
PTPN2	EGFR
TGFA	EGFR
PFDN1	ACTB
PLSCR1	EGFR
EGFR	EPS15
CD82	EGFR
ERRFI1	EGFR
SNX2	EGFR
SNX4	EGFR
CBLC	EGFR
SHC3	EGFR
SNX6	EGFR
PFDN4	ACTB
DEGS1	EGFR
FYN	FLOT2
CAV1	FLOT2
CAV2	FLOT2
DOM3Z	FLOT2
GFI1B	KALRN
GFI1B	DNAJA3
ESR1	NR2F6
NR3C1	NR2F6
NCOA1	NR2F6
CORO1A	ACTB
ANGPTL1	NR2F6
THRB	NR2F6
PRMT8	PRMT1
ESR1	NR2F1
RXRA	NR2F1
SP1	NR2F1
AHR	NR2F1
HNF4A	NR2F1
ISL1	NR2F1
NCOA1	NR2F1
WASF1	ACTB
BCL11A	NR2F1
BCL11B	NR2F1
THRA	NR2F1
GTF2B	NR2F1
SLC2A1	STOM
ACCN3	STOM
LANCL1	STOM
GFI1B	HGS
EPOR	EPO
GFI1B	PICK1
WASF3	ACTB
CSF2RB	EPOR
GNAI1	EPOR
JAK2	EPOR
VAV1	EPOR
KIT	EPOR
LYN	EPOR
PIK3R1	EPOR
KLK3	EPOR
PTPN11	EPOR
PTPN6	EPOR
CDX2	ACAT2
ABRA	ACTC1
CCT4	ACTB
MAPK1	EPOR
GNB2L1	EPOR
KITLG	EPOR
SYK	EPOR
SHC1	EPOR
IRS2	EPOR
STAT5A	EPOR
MAPK3	EPOR
CRKL	EPOR
CISH	EPOR
WASF2	ACTB
SOCS3	EPOR
GRAP	EPOR
SOCS2	EPOR
GAB2	EPOR
ATXN2L	EPOR
GFI1B	BRE
ESR1	ESR1
FOXO1	ESR1
HSP90AA1	ESR1
LCK	ESR1
PDLIM5	ACTB
POU2F1	ESR1
AKT1	ESR1
AKT2	ESR1
MDM2	ESR1
JUN	ESR1
ATXN2	LCP1
PIK3R1	ESR1
PTPN6	ESR1
PTPN1	ESR1
MAPK1	ESR1
CLIC4	ACTB
CEBPB	ESR1
GTF2H1	ESR1
SRC	ESR1
TP53	ESR1
XBP1	ESR1
FOXO4	ESR1
RPS6KA3	ESR1
AR	ESR1
SMARCA2	ESR1
TBP	ESR1
CCT5	ACTB
CREBBP	ESR1
AHR	ESR1
MAPK14	ESR1
ISL1	ESR1
SHC1	ESR1
NCOR2	ESR1
NCOR1	ESR1
CAV1	ESR1
PRDM2	ESR1
SMAD2	ESR1
CCT2	ACTB
TDG	ESR1
NR2C2	ESR1
BAG1	ESR1
STAT5A	ESR1
NR2C1	ESR1
ESR2	ESR1
RPS6KA1	ESR1
NCOA3	ESR1
RGS3	ESR1
NRIP1	ESR1
PAK1	ESR1
MNAT1	ESR1
NCOA1	ESR1
EP300	ESR1
TNFRSF14	ESR1
SAFB	ESR1
REXO4	ESR1
TRRAP	ESR1
SMARCE1	ESR1
SMARCA4	ESR1
POLR2A	ACTB
TRIM24	ESR1
MTA1	ESR1
RFX4	ESR1
MED1	ESR1
TRIP4	ESR1
PPARGC1A	ESR1
NR0B2	ESR1
AKAP13	ESR1
GADD45B	ESR1
GADD45G	ESR1
FHL3	ACTB
MKNK2	ESR1
MVP	ESR1
NCOA6	ESR1
RNF14	ESR1
MED24	ESR1
PTGES3	ESR1
SAFB2	ESR1
PAK6	ESR1
HSP90AB1	ESR1
POLR1B	ESR1
SCN10A	ACTB
PRMT2	ESR1
NCOA2	ESR1
RBM39	ESR1
NSD1	ESR1
DNTTIP2	ESR1
PELP1	ESR1
PPARGC1B	ESR1
PRPF6	ESR1
COBRA1	ESR1
ZBTB16	ESR1
ABLIM3	ACTC1
NCALD	ACTB
DDX54	ESR1
NCOA7	ESR1
RBM9	ESR1
TAF10	ESR1
CDK7	ESR1
PIAS1	ESR1
LOH3CR2A	ESR1
MMS19	ESR1
PNRC2	ESR1
STRN	ESR1
SSH1	ACTB
ZNF398	ESR1
HSP90AA1	RUNX1T1
PRKAR2A	RUNX1T1
HDAC8	RUNX1T1
ID3	RUNX1T1
KPNA1	RUNX1T1
NCOR2	RUNX1T1
NCOR1	RUNX1T1
KPNB1	RUNX1T1
SSH2	ACTB
CBFA2T3	RUNX1T1
GFI1	RUNX1T1
ID1	RUNX1T1
SIN3A	RUNX1T1
ZBTB16	RUNX1T1
EIF4E	EIF4E
PRKCA	EIF4E
PRKCB	EIF4E
PRKCG	EIF4E
EMX2	EIF4E
SSH3	ACTB
EIF4EBP1	EIF4E
EIF4EBP2	EIF4E
EIF4B	EIF4E
MKNK2	EIF4E
EIF4G1	EIF4E
EIF4G3	EIF4E
EIF4G2	EIF4E
EIF4EBP3	EIF4E
MAPKAPK5	EIF4E
MKNK1	EIF4E
MYO18B	ACTB
EIF4ENIF1	EIF4E
POU5F1	EWSR1
PRKCA	EWSR1
BTK	EWSR1
TAF1	EWSR1
CREBBP	EWSR1
PTK2B	EWSR1
SF1	EWSR1
BARD1	EWSR1
POU4F1	EWSR1
CAP1	ACTB
SNRPC	EWSR1
POLR2G	EWSR1
BCR	ERCC3
GTF2E1	ERCC3
GTF2E2	ERCC3
GTF2H1	ERCC3
TP53	ERCC3
XPC	ERCC3
PSMC5	ERCC3
GTF2H2	ERCC3
TMSL1	ACTB
GTF2H4	ERCC3
MNAT1	ERCC3
GTF2H3	ERCC3
CCNH	ERCC3
CDK7	ERCC3
GTF2H1	ERCC4
ERCC6	ERCC5
PCNA	ERCC5
GTF2H1	ERCC5
NTHL1	ERCC5
TMSL4	ACTB
GTF2E2	ERCC6
TP53	ERCC6
XPA	ERCC6
CHEK2	ERCC6
POLR2A	ERCC6
XAB2	ERCC6
PRKCA	SLC1A1
ARL6IP5	SLC1A1
GFI1B	PDE4DIP
EXT2	EXT1
ARPC1B	ACTB
TRAP1	EXT1
TRAP1	EXT2
GALNT5	EXT2
SERPINF2	CFD
CFHR1	CFH
CFI	CFH
DMP1	CFH
SELL	CFH
APOA1	CFHR1
LBP	CFHR1
NEBL	ACTB
PLG	F3
F7	F3
F10	F3
FLNA	F3
FANCB	F3
F13B	F13A1
FGA	F13A1
FGG	F13A1
FN1	F13A1
F2	F13A1
KLHL17	ACTC1
XPO6	ACTB
FGG	F13B
GFI1B	MATR3
FGFR1	FDPS
FNTB	FNTA
FNTA	RHOB
FNTA	HRAS
KRAS	FNTA
TGFB1	FNTA
TGFBR1	FNTA
CCT8	ACTB
FNTA	CENPF
FNTA	GBP1
FNTA	PTP4A3
FNTB	HRAS
KRAS	FNTB
FNTB	CENPF
FNTB	GBP1
FNTB	PTP4A3
PIP4K2B	UBQLN4
FASLG	FAS
ABRA	ACTB
FYN	FAS
LCK	FAS
UBA7	FAS
BTK	FAS
PTPN13	FAS
PDCD6	FAS
CASP8	FAS
SUMO1	FAS
FADD	FAS
DAXX	FAS
TPM2	ACTB
RIPK1	FAS
TRADD	FAS
HIPK3	FAS
FAF1	FAS
TNFSF13	FAS
CASP8AP2	FAS
UBE2I	FAS
FAIM2	FAS
FEM1B	FAS
SYNJ2BP	ACTB
FN1	FASLG
FYN	FASLG
LCK	FASLG
MLL	FASLG
PIK3R1	FASLG
MMP7	FASLG
SRC	FASLG
NCF1	FASLG
DMD	FASLG
PTPN13	FASLG
LGALS13	ACTB
NCK1	FASLG
PDCD6	FASLG
SUMO1	FASLG
FADD	FASLG
APBB1	FASLG
DAXX	FASLG
TNFRSF6B	FASLG
GRAP	FASLG
GRAP2	FASLG
PACSIN2	FASLG
C20orf20	ACTB
PPFIA4	AGTPBP1
PRPF40A	FASLG
FASLG	PIN1
FASLG	FNBP1
PPARA	FABP1
PPARG	FABP1
PPFIA1	AGTPBP1
TNNI3K	FABP3
CACNA1G	UBQLN4
TGM2	GSTP1
TANC1	ACTB
MAPK8	GSTP1
FTL	FTH1
FTL	FTL
KNG1	FTL
IGDCC3	FTL
MPP6	FTL
FAM127A	UBQLN1
FUBP3	QKI
DDX5	FBL
SNRPN	FBL
ATN1	DVL2
PIN4	FBL
PSMB6	FBL
SMN1	FBL
PRMT1	FBL
USP6	ATXN7L3
DDX17	FBL
AIFM1	TSC22D4
FBLN2	FBN1
MFAP2	FBN1
MFAP5	FBN1
ATN1	ECM1
MYOC	FBN1
FGB	FGA
FGG	FGA
BAT2	FGA
HRG	FGA
PLAT	FGA
ITGB3	FGA
F2	FGA
THBS1	FGA
MIB2	ACTC1
ATN1	MEGF6
SERPINF2	FGA
CDH5	FGA
SERPINA5	FGA
ITGA2B	FGA
FGG	FGB
FBLN1	FGB
LPA	FGB
SERPINA5	FGB
FGG	FGG
ICAM1	FGG
ATN1	MEGF8
ITGB3	FGG
VTN	FGG
SERPINA5	FGG
HGS	UBQLN4
FGFR4	FGF2
FGFR1	FGF2
HSPG2	FGF2
PF4	FGF2
ATN1	EWSR1
VTN	FGF2
GPC3	FGF2
GPC4	FGF2
PRMT1	FGF2
RPS19	FGF2
RPL6	FGF2
CXCL13	FGF2
FGFBP1	FGF2
FGFRL1	FGF2
CEP57	FGF2
ATN1	FBLN1
API5	FGF2
FGFR4	FGF6
FGFR3	FGFR3
PNMA1	UBQLN4
FGF8	FGFR3
FGFR3	STAT1
FGF9	FGFR3
SH2B1	FGFR3
C6orf47	FGFR3
GPSM3	FGFR3
ATN1	FBLN2
NUMBL	-
FGFR4	FGFR4
FGF8	FGFR4
FGFR4	STAT1
FGF19	FGFR4
ITGA5	FN1
ITGB1	FN1
FBLN1	FN1
